Question	Answer	Public
it was very nice to meet you	smalltalk/greetings.nice_to_meet_you	FALSE
good to know each other	smalltalk/greetings.nice_to_meet_you	FALSE
glad to meet you	smalltalk/greetings.nice_to_meet_you	FALSE
nice meeting you	smalltalk/greetings.nice_to_meet_you	FALSE
nice to meet you too	smalltalk/greetings.nice_to_meet_you	FALSE
pleased to meet you	smalltalk/greetings.nice_to_meet_you	FALSE
pleasure to meet you	smalltalk/greetings.nice_to_meet_you	FALSE
pleasure to meet you too	smalltalk/greetings.nice_to_meet_you	FALSE
it's nice to see you	smalltalk/greetings.nice_to_see_you	FALSE
lovely to see you	smalltalk/greetings.nice_to_see_you	FALSE
I'm glad to see you	smalltalk/greetings.nice_to_see_you	FALSE
great to see you	smalltalk/greetings.nice_to_see_you	FALSE
it's good to see you	smalltalk/greetings.nice_to_see_you	FALSE
glad to see you	smalltalk/greetings.nice_to_see_you	FALSE
how good it is to see you	smalltalk/greetings.nice_to_see_you	FALSE
always a pleasure to see you	smalltalk/greetings.nice_to_see_you	FALSE
nice to see you	smalltalk/greetings.nice_to_see_you	FALSE
good to see you	smalltalk/greetings.nice_to_see_you	FALSE
great to see you again	smalltalk/greetings.nice_to_see_you	FALSE
great to see you too	smalltalk/greetings.nice_to_see_you	FALSE
I am glad to see you again	smalltalk/greetings.nice_to_see_you	FALSE
nice to see you again	smalltalk/greetings.nice_to_see_you	FALSE
glad to see you too	smalltalk/greetings.nice_to_see_you	FALSE
good to see you again	smalltalk/greetings.nice_to_see_you	FALSE
it's good to see you too	smalltalk/greetings.nice_to_see_you	FALSE
it's been so nice to talk to you	smalltalk/greetings.nice_to_talk_to_you	FALSE
it's been a pleasure talking to you	smalltalk/greetings.nice_to_talk_to_you	FALSE
nice to talk to you	smalltalk/greetings.nice_to_talk_to_you	FALSE
it's nice to talk to you	smalltalk/greetings.nice_to_talk_to_you	FALSE
nice talking to you	smalltalk/greetings.nice_to_talk_to_you	FALSE
it is nice talking to you	smalltalk/greetings.nice_to_talk_to_you	FALSE
how nice it is to talk to you	smalltalk/greetings.nice_to_talk_to_you	FALSE
what is on your mind	smalltalk/greetings.whatsup	FALSE
what's happened	smalltalk/greetings.whatsup	FALSE
what is up	smalltalk/greetings.whatsup	FALSE
what's up	smalltalk/greetings.whatsup	FALSE
whazzup	smalltalk/greetings.whatsup	FALSE
good what's up	smalltalk/greetings.whatsup	FALSE
I said what's up	smalltalk/greetings.whatsup	FALSE
then what's up	smalltalk/greetings.whatsup	FALSE
what's shaking	smalltalk/greetings.whatsup	FALSE
wassup	smalltalk/greetings.whatsup	FALSE
what is going on	smalltalk/greetings.whatsup	FALSE
what is happening	smalltalk/greetings.whatsup	FALSE
what's cracking	smalltalk/greetings.whatsup	FALSE
what's cooking	smalltalk/greetings.whatsup	FALSE
hey what's up	smalltalk/greetings.whatsup	FALSE
what's up today	smalltalk/greetings.whatsup	FALSE
I'm being mad	smalltalk/user.angry	FALSE
I'm enraged	smalltalk/user.angry	FALSE
I'm angry	smalltalk/user.angry	FALSE
I'm furious	smalltalk/user.angry	FALSE
I am angry with you	smalltalk/user.angry	FALSE
I am mad	smalltalk/user.angry	FALSE
I am mad at you	smalltalk/user.angry	FALSE
I am back	smalltalk/user.back	FALSE
I'm here again	smalltalk/user.back	FALSE
here I am again	smalltalk/user.back	FALSE
I got back	smalltalk/user.back	FALSE
I came back	smalltalk/user.back	FALSE
I have returned	smalltalk/user.back	FALSE
that was boring	smalltalk/user.bored	FALSE
I'm bored	smalltalk/user.bored	FALSE
bored	smalltalk/user.bored	FALSE
boring	smalltalk/user.bored	FALSE
I am getting bored	smalltalk/user.bored	FALSE
this is boring	smalltalk/user.bored	FALSE
very boring	smalltalk/user.bored	FALSE
it bores me	smalltalk/user.bored	FALSE
I'm overloaded	smalltalk/user.busy	FALSE
I have no time	smalltalk/user.busy	FALSE
I'm busy	smalltalk/user.busy	FALSE
I'm swamped	smalltalk/user.busy	FALSE
I got things to do	smalltalk/user.busy	FALSE
how busy I am	smalltalk/user.busy	FALSE
I got work to do	smalltalk/user.busy	FALSE
I'm working	smalltalk/user.busy	FALSE
I don't have time for this	smalltalk/user.busy	FALSE
I'm insomnious	smalltalk/user.can_not_sleep	FALSE
I'm sleepless	smalltalk/user.can_not_sleep	FALSE
I can't get any sleep	smalltalk/user.can_not_sleep	FALSE
I can't sleep	smalltalk/user.can_not_sleep	FALSE
I can't fall asleep	smalltalk/user.can_not_sleep	FALSE
I can't get to sleep	smalltalk/user.can_not_sleep	FALSE
I can't get no sleep	smalltalk/user.can_not_sleep	FALSE
I'm insomniac	smalltalk/user.can_not_sleep	FALSE
bad time for talking	smalltalk/user.does_not_want_to_talk	FALSE
I don't want to talk	smalltalk/user.does_not_want_to_talk	FALSE
let's not talk	smalltalk/user.does_not_want_to_talk	FALSE
I'm not talking to you anymore	smalltalk/user.does_not_want_to_talk	FALSE
I don't want to talk to you	smalltalk/user.does_not_want_to_talk	FALSE
let's stop talking for a minute	smalltalk/user.does_not_want_to_talk	FALSE
I'm not in the mood for chatting	smalltalk/user.does_not_want_to_talk	FALSE
I am excited	smalltalk/user.excited	FALSE
I'm really excited	smalltalk/user.excited	FALSE
how excited I am	smalltalk/user.excited	FALSE
I'm thrilled	smalltalk/user.excited	FALSE
I'm excited about working with you	smalltalk/user.excited	FALSE
I'm excited to start our friendship	smalltalk/user.excited	FALSE
let's go to bed	smalltalk/user.going_to_bed	FALSE
I'd like to go to bed	smalltalk/user.going_to_bed	FALSE
is it time for bed yet	smalltalk/user.going_to_bed	FALSE
it's time to go to bed	smalltalk/user.going_to_bed	FALSE
time for us to go to bed	smalltalk/user.going_to_bed	FALSE
I'm going to bed	smalltalk/user.going_to_bed	FALSE
I'm a little tired and I want to go to bed	smalltalk/user.going_to_bed	FALSE
it's bed time	smalltalk/user.going_to_bed	FALSE
going to bed now	smalltalk/user.going_to_bed	FALSE
I am good	smalltalk/user.good	FALSE
I'm doing just great	smalltalk/user.good	FALSE
I'm doing fine	smalltalk/user.good	FALSE
I'm good	smalltalk/user.good	FALSE
I'm doing good	smalltalk/user.good	FALSE
I'm great thanks	smalltalk/user.good	FALSE
I am happy	smalltalk/user.happy	FALSE
I'm happy to see you	smalltalk/user.happy	FALSE
happy	smalltalk/user.happy	FALSE
if you're happy then I'm happy	smalltalk/user.happy	FALSE
I'm happy for you	smalltalk/user.happy	FALSE
I'm happy to help	smalltalk/user.happy	FALSE
I'm happy to see you	smalltalk/user.happy	FALSE
it is my birthday	smalltalk/user.has_birthday	FALSE
I'm celebrating my birthday today	smalltalk/user.has_birthday	FALSE
today is my birthday	smalltalk/user.has_birthday	FALSE
it's my birthday today	smalltalk/user.has_birthday	FALSE
I was born today	smalltalk/user.has_birthday	FALSE
it's my b-day	smalltalk/user.has_birthday	FALSE
I am here	smalltalk/user.here	FALSE
here I am	smalltalk/user.here	FALSE
I'm right here	smalltalk/user.here	FALSE
I'm already here	smalltalk/user.here	FALSE
can you tell if I'm here or not	smalltalk/user.here	FALSE
I am joking	smalltalk/user.joking	FALSE
I'm kidding	smalltalk/user.joking	FALSE
I'm just being funny	smalltalk/user.joking	FALSE
it was a joke	smalltalk/user.joking	FALSE
I was just joking	smalltalk/user.joking	FALSE
it's a joke	smalltalk/user.joking	FALSE
joking	smalltalk/user.joking	FALSE
just kidding	smalltalk/user.joking	FALSE
kidding	smalltalk/user.joking	FALSE
I'm just playing with you	smalltalk/user.joking	FALSE
I like you the way you are	smalltalk/user.likes_agent	FALSE
I like you	smalltalk/user.likes_agent	FALSE
I like you a lot	smalltalk/user.likes_agent	FALSE
I think I like you	smalltalk/user.likes_agent	FALSE
I liked you	smalltalk/user.likes_agent	FALSE
like you a lot	smalltalk/user.likes_agent	FALSE
you are special	smalltalk/user.likes_agent	FALSE
I like you too	smalltalk/user.likes_agent	FALSE
I really like you	smalltalk/user.likes_agent	FALSE
but I like you	smalltalk/user.likes_agent	FALSE
I like u	smalltalk/user.likes_agent	FALSE
just like you	smalltalk/user.likes_agent	FALSE
I like you very much	smalltalk/user.likes_agent	FALSE
I like you so much	smalltalk/user.likes_agent	FALSE
yeah I like you	smalltalk/user.likes_agent	FALSE
you're special	smalltalk/user.likes_agent	FALSE
yes I like you	smalltalk/user.likes_agent	FALSE
okay I like you	smalltalk/user.likes_agent	FALSE
you are special to me	smalltalk/user.likes_agent	FALSE
you are very special	smalltalk/user.likes_agent	FALSE
you are so sweet	smalltalk/user.likes_agent	FALSE
you know I like you	smalltalk/user.likes_agent	FALSE
that's why I like you	smalltalk/user.likes_agent	FALSE
I like you baby	smalltalk/user.likes_agent	FALSE
you are very special to me	smalltalk/user.likes_agent	FALSE
I just like you	smalltalk/user.likes_agent	FALSE
hey I like you	smalltalk/user.likes_agent	FALSE
thank you I like you too	smalltalk/user.likes_agent	FALSE
I do like you	smalltalk/user.likes_agent	FALSE
you are special for me	smalltalk/user.likes_agent	FALSE
no I like you the way you are	smalltalk/user.likes_agent	FALSE
I like you already	smalltalk/user.likes_agent	FALSE
well you are special	smalltalk/user.likes_agent	FALSE
but I really like you	smalltalk/user.likes_agent	FALSE
I like you more	smalltalk/user.likes_agent	FALSE
that's what I like about you	smalltalk/user.likes_agent	FALSE
you are so special	smalltalk/user.likes_agent	FALSE
hi I like you	smalltalk/user.likes_agent	FALSE
I really really like you	smalltalk/user.likes_agent	FALSE
you're very special	smalltalk/user.likes_agent	FALSE
I like you as a friend	smalltalk/user.likes_agent	FALSE
that's because you are special	smalltalk/user.likes_agent	FALSE
I said I like you	smalltalk/user.likes_agent	FALSE
you're so special	smalltalk/user.likes_agent	FALSE
good I like you	smalltalk/user.likes_agent	FALSE
yes you are special	smalltalk/user.likes_agent	FALSE
I like your smile	smalltalk/user.likes_agent	FALSE
I like you as you are	smalltalk/user.likes_agent	FALSE
I'm starting to like you	smalltalk/user.likes_agent	FALSE
you're awesome I like you	smalltalk/user.likes_agent	FALSE
I also like you	smalltalk/user.likes_agent	FALSE
but I like u	smalltalk/user.likes_agent	FALSE
of course I like you	smalltalk/user.likes_agent	FALSE
I like you too you're one of my favorite people to chat with	smalltalk/user.likes_agent	FALSE
but I like you so much	smalltalk/user.likes_agent	FALSE
really like you	smalltalk/user.likes_agent	FALSE
you're funny I like you	smalltalk/user.likes_agent	FALSE
I kinda like you	smalltalk/user.likes_agent	FALSE
you're so special to me	smalltalk/user.likes_agent	FALSE
you're very special to me	smalltalk/user.likes_agent	FALSE
I like that about you	smalltalk/user.likes_agent	FALSE
but I like you just the way you are	smalltalk/user.likes_agent	FALSE
okay I like you too	smalltalk/user.likes_agent	FALSE
I like you you're cool	smalltalk/user.likes_agent	FALSE
I like you very	smalltalk/user.likes_agent	FALSE
I like you you're nice	smalltalk/user.likes_agent	FALSE
sorry I like you	smalltalk/user.likes_agent	FALSE
thanks I like you too	smalltalk/user.likes_agent	FALSE
you are really special	smalltalk/user.likes_agent	FALSE
you are so special to me	smalltalk/user.likes_agent	FALSE
cuz I like you	smalltalk/user.likes_agent	FALSE
I like you now	smalltalk/user.likes_agent	FALSE
I like you so	smalltalk/user.likes_agent	FALSE
I like you too much	smalltalk/user.likes_agent	FALSE
I really do like you	smalltalk/user.likes_agent	FALSE
I really really really really like you	smalltalk/user.likes_agent	FALSE
I like you just the way you are	smalltalk/user.likes_agent	FALSE
I am lonely	smalltalk/user.lonely	FALSE
I'm very lonely	smalltalk/user.lonely	FALSE
I'm so lonely	smalltalk/user.lonely	FALSE
I'm really lonely	smalltalk/user.lonely	FALSE
I am feeling lonely	smalltalk/user.lonely	FALSE
I feel lonely	smalltalk/user.lonely	FALSE
what do I look like	smalltalk/user.looks_like	FALSE
how do I look	smalltalk/user.looks_like	FALSE
do I look good	smalltalk/user.looks_like	FALSE
do you know what I look like	smalltalk/user.looks_like	FALSE
can you see what I look like	smalltalk/user.looks_like	FALSE
what do you think I look like	smalltalk/user.looks_like	FALSE
I love you	smalltalk/user.loves_agent	FALSE
love you	smalltalk/user.loves_agent	FALSE
I adore you	smalltalk/user.loves_agent	FALSE
I am in love with you	smalltalk/user.loves_agent	FALSE
I love you so much	smalltalk/user.loves_agent	FALSE
I love you too	smalltalk/user.loves_agent	FALSE
I think I love you	smalltalk/user.loves_agent	FALSE
loving you	smalltalk/user.loves_agent	FALSE
you know I love you	smalltalk/user.loves_agent	FALSE
I miss you	smalltalk/user.misses_agent	FALSE
missing you	smalltalk/user.misses_agent	FALSE
miss you	smalltalk/user.misses_agent	FALSE
already miss you	smalltalk/user.misses_agent	FALSE
I miss you much	smalltalk/user.misses_agent	FALSE
I missed you	smalltalk/user.misses_agent	FALSE
I've missed you	smalltalk/user.misses_agent	FALSE
what should I do about it	smalltalk/user.needs_advice	FALSE
any suggestions	smalltalk/user.needs_advice	FALSE
what do you recommend	smalltalk/user.needs_advice	FALSE
give me a wise advice	smalltalk/user.needs_advice	FALSE
I need advice	smalltalk/user.needs_advice	FALSE
any advice	smalltalk/user.needs_advice	FALSE
do you have any advice for me	smalltalk/user.needs_advice	FALSE
advise me	smalltalk/user.needs_advice	FALSE
what should I do	smalltalk/user.needs_advice	FALSE
can I ask for your advice	smalltalk/user.needs_advice	FALSE
can you advise me	smalltalk/user.needs_advice	FALSE
guide me	smalltalk/user.needs_advice	FALSE
can you give me advice	smalltalk/user.needs_advice	FALSE
can you offer any advice	smalltalk/user.needs_advice	FALSE
give me some advice about	smalltalk/user.needs_advice	FALSE
give me some good advice	smalltalk/user.needs_advice	FALSE
help me with advice	smalltalk/user.needs_advice	FALSE
I could use some advice	smalltalk/user.needs_advice	FALSE
I need an advice from you	smalltalk/user.needs_advice	FALSE
I seek your advice	smalltalk/user.needs_advice	FALSE
what can you recommend	smalltalk/user.needs_advice	FALSE
what do you suggest	smalltalk/user.needs_advice	FALSE
what is your advice	smalltalk/user.needs_advice	FALSE
I am sad	smalltalk/user.sad	TRUE
I'm grieving	smalltalk/user.sad	TRUE
I am depressed	smalltalk/user.sad	TRUE
I am feeling sad	smalltalk/user.sad	TRUE
I am upset	smalltalk/user.sad	TRUE
I'm unhappy	smalltalk/user.sad	TRUE
I'm having a bad day	smalltalk/user.sad	TRUE
I want to cry	smalltalk/user.sad	TRUE
I'm not happy	smalltalk/user.sad	TRUE
I am sleepy	smalltalk/user.sleepy	TRUE
I want to sleep	smalltalk/user.sleepy	TRUE
I'm falling asleep	smalltalk/user.sleepy	TRUE
I'm falling asleep on my feet	smalltalk/user.sleepy	TRUE
I'm sleeping	smalltalk/user.sleepy	TRUE
test	smalltalk/user.testing_agent	FALSE
I am testing you	smalltalk/user.testing_agent	FALSE
can I test you	smalltalk/user.testing_agent	FALSE
I want to test you	smalltalk/user.testing_agent	FALSE
just testing you	smalltalk/user.testing_agent	FALSE
let me test you	smalltalk/user.testing_agent	FALSE
testing chatbot	smalltalk/user.testing_agent	FALSE
testing	smalltalk/user.testing_agent	FALSE
I'm drained	smalltalk/user.tired	FALSE
I've overworked	smalltalk/user.tired	FALSE
I am tired	smalltalk/user.tired	FALSE
I'm exhausted	smalltalk/user.tired	FALSE
I grow weary	smalltalk/user.tired	FALSE
I'm worn out	smalltalk/user.tired	FALSE
I'm getting tired	smalltalk/user.tired	FALSE
I feel tired	smalltalk/user.tired	FALSE
I'm waiting	smalltalk/user.waits	FALSE
still waiting	smalltalk/user.waits	FALSE
I'll wait	smalltalk/user.waits	FALSE
I can't wait anymore	smalltalk/user.waits	FALSE
how long do I have to wait	smalltalk/user.waits	FALSE
I'd like to see you again	smalltalk/user.wants_to_see_agent_again	FALSE
I hope to see you again	smalltalk/user.wants_to_see_agent_again	FALSE
would be nice to see you again	smalltalk/user.wants_to_see_agent_again	FALSE
that'd be great to see you again	smalltalk/user.wants_to_see_agent_again	FALSE
I'd be happy to see you again	smalltalk/user.wants_to_see_agent_again	FALSE
I'll miss you	smalltalk/user.wants_to_see_agent_again	FALSE
can I see you again	smalltalk/user.wants_to_see_agent_again	FALSE
I just want to talk	smalltalk/user.wants_to_talk	FALSE
let's discuss something	smalltalk/user.wants_to_talk	FALSE
let's have a discussion	smalltalk/user.wants_to_talk	FALSE
can I speak	smalltalk/user.wants_to_talk	FALSE
can I start speaking	smalltalk/user.wants_to_talk	FALSE
can we talk	smalltalk/user.wants_to_talk	FALSE
let's talk	smalltalk/user.wants_to_talk	FALSE
I want to talk to you	smalltalk/user.wants_to_talk	FALSE
I need to talk to you	smalltalk/user.wants_to_talk	FALSE
I want to speak with you	smalltalk/user.wants_to_talk	FALSE
can we chat	smalltalk/user.wants_to_talk	FALSE
I'll get back to you in a moment	smalltalk/user.will_be_back	FALSE
be back in 5 minutes	smalltalk/user.will_be_back	FALSE
I'll be back	smalltalk/user.will_be_back	FALSE
I promise to come back	smalltalk/user.will_be_back	FALSE
I'll be back in a few minutes	smalltalk/user.will_be_back	FALSE
